Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,45281,1,1300.0,1051.6882834654534,17.4710999999661,2757.309399996302,10498.460833462159,37.731103080875684,0.0008332656761307322,1300,1500,1500,1600,1700,1800,1900,2000,2300,2700,2800
GET,/product/0PUK6V6EV0,5047,0,800.0,663.6937712304316,17.004900000756606,1835.112200002186,7939.920150584506,4.205491867431805,0.0,800,920,980,1000,1100,1200,1300,1400,1600,1800,1800
GET,/product/1YMWWN1N4O,5115,0,810.0,674.9457567155224,16.805299994302914,1831.0000999990734,7961.831671554252,4.262153933408695,0.0,810,920,980,1000,1100,1200,1300,1400,1700,1800,1800
GET,/product/2ZYFJ3GM2N,4973,0,810.0,672.3013045243825,16.532800000277348,1873.8406999982544,7958.065755077418,4.143830207398131,0.0,810,920,980,1000,1100,1200,1300,1400,1700,1900,1900
GET,/product/66VCHSJNUP,5051,0,810.0,679.8249577509358,16.707000002497807,1795.046999999613,7925.0685012868735,4.208824930136328,0.0,810,920,990,1000,1100,1200,1300,1400,1600,1800,1800
GET,/product/6E92ZMYYFZ,5016,0,800.0,667.5440833533347,16.89960000658175,1989.626099995803,7913.767942583732,4.179660631471752,0.0,800,910,980,1000,1100,1200,1300,1400,1600,2000,2000
GET,/product/9SIQT8TOJO,5010,0,810.0,682.9966988822736,16.956999999820255,2170.875999996497,7965.837325349301,4.174661037414968,0.0,810,920,990,1000,1100,1200,1300,1400,1600,2200,2200
GET,/product/L9ECAV7KIM,4999,0,810.0,673.6265241248344,16.871300002094358,1792.059799998242,7930.602920584117,4.16549511497753,0.0,810,920,990,1000,1100,1200,1300,1400,1600,1800,1800
GET,/product/LS4PSXUNUM,5045,0,800.0,663.6390981367955,17.196599997987505,1680.829899996752,7930.642220019821,4.203825336079544,0.0,800,910,980,1000,1100,1200,1300,1400,1600,1700,1700
GET,/product/OLJCESPC7Z,4980,0,810.0,675.268536506036,16.652199999953154,1767.2755000021425,7963.736546184739,4.149663067131046,0.0,810,920,990,1000,1100,1200,1300,1400,1600,1800,1800
,Aggregated,90517,1,940.0,862.2604324171042,16.532800000277348,2757.309399996302,9221.496735419865,75.42470920632549,0.0008332656761307322,940,1200,1300,1400,1600,1700,1800,1900,2300,2500,2800
